@relation afterProcGTZAN-weka.filters.unsupervised.attribute.NumericToNominal-R23

@attribute RMS_Energy numeric
@attribute Roll_Off_85 numeric
@attribute Roll_Off_90 numeric
@attribute MFCC_1 numeric
@attribute MFCC_2 numeric
@attribute MFCC_3 numeric
@attribute MFCC_4 numeric
@attribute MFCC_5 numeric
@attribute MFCC_6 numeric
@attribute MFCC_7 numeric
@attribute MFCC_8 numeric
@attribute MFCC_9 numeric
@attribute MFCC_10 numeric
@attribute MFCC_11 numeric
@attribute MFCC_12 numeric
@attribute MFCC_13 numeric
@attribute Zero_Crossing_Rate numeric
@attribute Spectral_Flatness numeric
@attribute Spectral_Kurtosis numeric
@attribute Spectral_Brightness numeric
@attribute Spectral_Irregularity numeric
@attribute Spectral_Centroid numeric
@attribute Class {0,1}

@data
0.284994,0.283869,0.327292,0.430267,0.385662,0.499591,0.432675,0.569837,0.574125,0.559633,0.429572,0.459763,0.51891,0.398451,0.498489,0.467907,0.244337,0.293456,0.195095,0.424127,0.132676,0.222393,1
0.181837,0.296783,0.382868,0.495294,0.475421,0.420899,0.538995,0.57214,0.597979,0.693449,0.42294,0.402611,0.4862,0.470873,0.55882,0.631641,0.2772,0.291015,0.182458,0.421456,0.531835,0.240045,1
0.220502,0.262398,0.365722,0.529037,0.486348,0.391396,0.506273,0.62535,0.630057,0.632329,0.101488,0.479697,0.664171,0.573181,0.602945,0.642749,0.280542,0.191378,0.20933,0.36991,0.597598,0.22459,1
0.193494,0.264919,0.34662,0.539175,0.508094,0.409845,0.507766,0.632161,0.502991,0.481517,0.324607,0.454668,0.626489,0.511925,0.495184,0.512547,0.250278,0.191117,0.216044,0.327361,0.662695,0.209173,1
0.159681,0.339497,0.476273,0.513485,0.462152,0.35518,0.489226,0.597551,0.300525,0.52289,0.554038,0.378715,0.340497,0.465146,0.29688,0.524854,0.279428,0.374186,0.166604,0.441727,0.548636,0.301474,1
0.193996,0.340873,0.420621,0.486608,0.457813,0.360493,0.471192,0.632772,0.353876,0.430144,0.733424,0.626298,0.356519,0.340876,0.447931,0.368443,0.364278,0.370661,0.171256,0.453848,0.40143,0.301863,1
0.282612,0.356155,0.445138,0.490748,0.480237,0.330168,0.502765,0.610174,0.434153,0.412109,0.863201,0.653758,0.303043,0.357855,0.410091,0.286861,0.35518,0.275386,0.152873,0.529475,0.702194,0.324832,1
0.349938,0.229159,0.301572,0.562367,0.464413,0.386872,0.48364,0.618707,0.495425,0.687168,0.771252,0.529998,0.291859,0.303273,0.527398,0.426815,0.269216,0.164227,0.287093,0.329243,0.848338,0.188356,1
0.333919,0.229235,0.275626,0.592978,0.460011,0.407109,0.514399,0.730261,0.52855,0.539659,0.560612,0.417348,0.362648,0.449409,0.362921,0.449592,0.186409,0.148402,0.307372,0.264293,0.957711,0.161019,1
0.24802,0.165661,0.226141,0.664871,0.511539,0.43171,0.451593,0.666992,0.486117,0.505713,0.36904,0.345805,0.32361,0.51142,0.507,0.599089,0.166729,0.095938,0.414085,0.175985,0.599393,0.103861,1
0.158336,0.200122,0.256298,0.6403,0.417249,0.389189,0.427878,0.516067,0.472975,0.639431,0.507559,0.349416,0.406327,0.513353,0.523973,0.526288,0.228927,0.153512,0.362524,0.272359,0.432411,0.153667,1
0.128438,0.452281,0.557494,0.470175,0.466865,0.352265,0.454101,0.609803,0.676353,0.56234,0.18594,0.370491,0.634472,0.542912,0.3414,0.609064,0.341441,0.372072,0.125801,0.475139,0.621661,0.361798,1
0.156057,0.474287,0.600737,0.325323,0.469177,0.396959,0.513952,0.662299,0.543586,0.45308,0.323717,0.636822,0.502404,0.433479,0.566714,0.478633,0.488117,0.416881,0.095343,0.710823,0.507248,0.484119,1
0.168452,0.589516,0.696172,0.247769,0.48937,0.374091,0.478645,0.647431,0.535869,0.597248,0.075344,0.490435,0.693719,0.636213,0.687607,0.495098,0.620683,0.287683,0.079386,0.774005,0.482858,0.556976,1
0.150859,0.461527,0.556592,0.37012,0.427469,0.350625,0.457397,0.64134,0.419826,0.498907,0.330428,0.733547,0.797974,0.483315,0.329324,0.575679,0.553658,0.282918,0.10959,0.589405,0.508311,0.4178,1
0.130486,0.336212,0.424231,0.406387,0.356441,0.357484,0.418706,0.716649,0.489338,0.400982,0.472812,0.805278,0.644395,0.491866,0.351699,0.551426,0.385444,0.216169,0.177892,0.530106,0.483786,0.339606,1
0.077925,0.264232,0.245168,0.558245,0.357747,0.407451,0.482897,0.710835,0.524298,0.434099,0.624546,0.78625,0.619084,0.496152,0.430591,0.512657,0.186595,0.150566,0.291406,0.331799,0.466937,0.188394,1
0.045801,0.141056,0.225615,0.642186,0.492076,0.393306,0.564696,0.67875,0.522627,0.495364,0.545344,0.612704,0.560311,0.496494,0.484797,0.561633,0.040475,0.173559,0.422707,0.13738,0.443118,0.082602,1
0.093638,0.069076,0.114161,0.769429,0.524352,0.423144,0.530031,0.602681,0.510093,0.574542,0.474805,0.424952,0.559725,0.555058,0.547597,0.5178,0.064983,0.079831,0.756857,0.0632,0.5375,0.029383,1
0.116004,0.108657,0.14665,0.760312,0.469085,0.451418,0.472889,0.642226,0.507935,0.578571,0.511972,0.399506,0.567648,0.551191,0.522188,0.514634,0.102859,0.075991,0.668068,0.099525,0.427435,0.051999,1
0.111129,0.091006,0.133263,0.76566,0.49124,0.466667,0.487288,0.657858,0.508928,0.586791,0.448112,0.334266,0.537478,0.549775,0.537691,0.475866,0.117713,0.071736,0.726089,0.084168,0.33157,0.040952,1
0.091667,0.04302,0.074829,0.788364,0.573601,0.410185,0.558911,0.615025,0.507981,0.548721,0.452507,0.36829,0.484878,0.548327,0.583883,0.537491,0.116413,0.065072,0.896265,0.032685,0.423185,0.009822,1
0.074723,0.096508,0.118222,0.73061,0.520232,0.426628,0.569062,0.609552,0.491235,0.595786,0.413143,0.37424,0.500811,0.594749,0.682119,0.550205,0.142221,0.077212,0.686183,0.090914,0.563233,0.042497,1
0.067419,0.060518,0.113334,0.705221,0.579575,0.382581,0.581942,0.644831,0.527387,0.585762,0.420653,0.384491,0.528638,0.626481,0.68643,0.599908,0.138322,0.105475,0.617885,0.065391,0.608362,0.042323,1
0.043397,0.126996,0.221328,0.637683,0.607633,0.396063,0.584471,0.621595,0.551,0.608832,0.483916,0.445984,0.578172,0.621192,0.641304,0.58973,0.067211,0.202362,0.383525,0.113529,0.445405,0.07671,1
0.072083,0.116299,0.150786,0.713885,0.489888,0.464873,0.562567,0.605375,0.551242,0.689267,0.507414,0.428485,0.519352,0.495498,0.488219,0.45143,0.055329,0.109909,0.605491,0.111265,0.398542,0.046462,1
0.105944,0.10881,0.144544,0.72348,0.469314,0.466482,0.547558,0.638697,0.56534,0.663229,0.491655,0.444674,0.568354,0.547455,0.549467,0.423454,0.077423,0.090304,0.649447,0.102228,0.583446,0.040057,1
0.138879,0.107511,0.140332,0.717952,0.465468,0.465033,0.545543,0.644752,0.558229,0.690465,0.476766,0.478789,0.62814,0.556264,0.558425,0.434468,0.065169,0.074142,0.65096,0.102071,0.70854,0.036466,1
0.139032,0.142431,0.17613,0.685573,0.449855,0.481696,0.549535,0.669707,0.513465,0.682528,0.496997,0.48677,0.599975,0.545774,0.566249,0.459246,0.073153,0.097786,0.5323,0.155054,0.616888,0.068063,1
0.104302,0.102468,0.14146,0.721031,0.493011,0.484756,0.544549,0.627107,0.585322,0.693143,0.565728,0.445598,0.556047,0.53871,0.483816,0.476049,0.095618,0.08519,0.658237,0.096086,0.394342,0.034349,1
0.088436,0.164056,0.199218,0.659467,0.41878,0.469394,0.494216,0.627392,0.625003,0.693833,0.474931,0.421008,0.554458,0.530654,0.452642,0.467724,0.121612,0.103144,0.460285,0.185462,0.543991,0.090267,1
0.077607,0.190876,0.255471,0.597341,0.488748,0.435186,0.537945,0.656903,0.517198,0.662093,0.466254,0.420924,0.477293,0.630182,0.459952,0.467073,0.161901,0.139004,0.337965,0.228055,0.376256,0.117019,1
0.091179,0.300298,0.363917,0.422889,0.464461,0.438631,0.569947,0.662824,0.351889,0.514892,0.50163,0.526105,0.555907,0.77701,0.575444,0.49954,0.233197,0.21442,0.202736,0.460787,0.396288,0.244311,1
0.080934,0.282647,0.329473,0.418068,0.427819,0.419238,0.512398,0.803275,0.492712,0.381496,0.332631,0.631436,0.860875,0.692173,0.631192,0.442564,0.195136,0.143659,0.286946,0.330561,0.465311,0.23885,1
0.034326,0.208604,0.257652,0.56729,0.464069,0.403258,0.567807,0.727772,0.57225,0.500473,0.419849,0.544678,0.732137,0.669283,0.573861,0.479163,0.058485,0.195928,0.339194,0.18692,0.456924,0.122749,1
0.056519,0.074119,0.122133,0.741083,0.536727,0.420162,0.557506,0.619085,0.492705,0.543967,0.355588,0.382445,0.551234,0.54666,0.525335,0.462827,0.053658,0.098507,0.681341,0.071203,0.444163,0.035949,1
0.099068,0.106824,0.149432,0.730138,0.499727,0.444443,0.504407,0.646876,0.461465,0.571588,0.440568,0.41242,0.571733,0.521434,0.510501,0.44717,0.10453,0.083313,0.622514,0.098071,0.557389,0.048803,1
0.105889,0.131122,0.168309,0.723467,0.475643,0.464811,0.481317,0.64529,0.467584,0.583933,0.465568,0.421007,0.584293,0.535152,0.546054,0.436404,0.113257,0.092825,0.568179,0.125536,0.453461,0.064884,1
0.087521,0.073355,0.115364,0.76949,0.53397,0.429011,0.528308,0.661137,0.482672,0.556487,0.440863,0.42484,0.580631,0.557449,0.567952,0.501649,0.103231,0.075784,0.750062,0.060747,0.433105,0.032081,1
0.094508,0.059143,0.104008,0.754149,0.544537,0.399579,0.539566,0.656857,0.526437,0.574303,0.432838,0.355971,0.471901,0.604643,0.647199,0.497694,0.11697,0.07881,0.749925,0.056,0.401108,0.024389,1
0.100327,0.060289,0.105889,0.706263,0.559497,0.39149,0.543749,0.657218,0.488317,0.547195,0.39854,0.407326,0.527709,0.690177,0.691088,0.519681,0.137393,0.080815,0.670733,0.064221,0.794878,0.039463,1
0.072397,0.069153,0.134918,0.686898,0.604262,0.36845,0.547846,0.623059,0.52846,0.580857,0.47845,0.460968,0.560992,0.640214,0.628452,0.537835,0.081879,0.133138,0.540943,0.069935,0.503439,0.044024,1
0.073438,0.126079,0.167782,0.665092,0.54076,0.432403,0.559171,0.635296,0.496417,0.659592,0.431594,0.378588,0.503962,0.516193,0.517619,0.432758,0.052358,0.144695,0.502195,0.111671,0.410244,0.055438,1
0.122932,0.08306,0.133113,0.759196,0.508661,0.447662,0.504592,0.60878,0.513202,0.641309,0.400196,0.355286,0.538352,0.525623,0.547259,0.478358,0.092648,0.070631,0.728485,0.076567,0.586227,0.035891,1
0.19819,0.085581,0.123787,0.798062,0.480228,0.433871,0.500767,0.59401,0.504583,0.600592,0.489908,0.436874,0.596896,0.506003,0.580141,0.504215,0.113999,0.071365,0.798112,0.078453,0.432287,0.042327,1
0.257941,0.234508,0.304279,0.597551,0.486984,0.414555,0.50015,0.626996,0.516875,0.581637,0.458507,0.421849,0.615642,0.422048,0.418388,0.401612,0.140178,0.25266,0.286511,0.264845,0.551623,0.168652,1
0.245237,0.22465,0.282771,0.582064,0.458855,0.460999,0.496148,0.617599,0.471602,0.652757,0.447802,0.475464,0.581093,0.421514,0.369602,0.425045,0.182139,0.19098,0.279798,0.277411,0.680345,0.149292,1
0.197669,0.220142,0.270211,0.564992,0.478857,0.505736,0.456703,0.584315,0.532216,0.670511,0.374039,0.468799,0.495184,0.416795,0.520934,0.573571,0.191237,0.152073,0.270362,0.266839,0.628104,0.135577,1
0.150313,0.151066,0.190344,0.674648,0.465163,0.454668,0.425245,0.622686,0.571519,0.837058,0.587648,0.41951,0.489596,0.436333,0.436838,0.571488,0.198106,0.077753,0.482525,0.152619,0.519982,0.084531,1
0.104836,0.160465,0.19433,0.674346,0.423521,0.449913,0.458779,0.633727,0.557727,0.829037,0.617763,0.417182,0.472628,0.410457,0.414067,0.502839,0.19625,0.09795,0.470611,0.186366,0.418092,0.10358,1
0.11865,0.086727,0.148755,0.696034,0.56506,0.430439,0.456442,0.612593,0.57015,0.774635,0.596899,0.42989,0.568754,0.50322,0.589155,0.592206,0.15039,0.100014,0.610396,0.082816,0.429286,0.041389,1
0.150175,0.382975,0.478228,0.472452,0.57572,0.401117,0.501302,0.612614,0.543363,0.677209,0.615287,0.528953,0.552417,0.511477,0.471728,0.41138,0.148348,0.42154,0.143913,0.362995,0.444896,0.26335,1
0.24043,0.244212,0.302474,0.571553,0.4858,0.452727,0.463519,0.625176,0.509864,0.695449,0.471223,0.490595,0.551994,0.498367,0.469825,0.490403,0.179725,0.221242,0.253006,0.286813,0.404416,0.160527,1
0.24451,0.25063,0.296759,0.541371,0.47348,0.458056,0.448497,0.632803,0.516175,0.697641,0.505471,0.518794,0.518532,0.522091,0.55243,0.540386,0.200706,0.174696,0.2555,0.27088,0.555903,0.155799,1
0.15936,0.15886,0.209521,0.661313,0.444203,0.393976,0.434478,0.650585,0.521201,0.708787,0.50084,0.435813,0.513203,0.506865,0.595699,0.474449,0.195693,0.092964,0.432734,0.178543,0.470254,0.102502,1
0.141295,0.087797,0.12296,0.758861,0.470393,0.403976,0.472535,0.641641,0.581204,0.732229,0.523222,0.440661,0.501553,0.555653,0.640669,0.537649,0.138879,0.051035,0.751719,0.082122,0.461649,0.043312,1
0.158032,0.043784,0.091825,0.73441,0.566742,0.468675,0.488691,0.695849,0.577559,0.750773,0.543344,0.467212,0.523082,0.529491,0.588315,0.586145,0.090048,0.052473,0.814916,0.043829,0.534103,0.006165,1
0.157702,0.136166,0.164022,0.641545,0.493564,0.479807,0.51059,0.693185,0.588355,0.762535,0.556336,0.448707,0.612145,0.541363,0.500669,0.534184,0.099703,0.084028,0.510636,0.122458,0.790493,0.039529,1
0.157799,0.157637,0.203354,0.63133,0.511209,0.440266,0.485013,0.745122,0.630358,0.763112,0.603856,0.382102,0.464184,0.375011,0.376351,0.516732,0.124211,0.132263,0.457252,0.142492,0.442343,0.074965,1
0.212489,0.111485,0.142739,0.732774,0.482578,0.448651,0.451541,0.614976,0.487387,0.710109,0.475135,0.427322,0.608483,0.523856,0.483469,0.502144,0.119012,0.066511,0.622766,0.100662,0.525749,0.047406,1
0.194247,0.067854,0.117094,0.753002,0.505323,0.404751,0.449872,0.640619,0.453596,0.714643,0.422777,0.391377,0.556277,0.515734,0.547232,0.554873,0.134794,0.033683,0.714271,0.063119,0.801227,0.034546,1
0.112492,0.13479,0.172144,0.699889,0.491968,0.362531,0.466219,0.641909,0.511212,0.575358,0.388302,0.388249,0.508051,0.514505,0.537955,0.421695,0.159488,0.097704,0.514619,0.139264,0.455174,0.087913,1
0.127806,0.044166,0.069565,0.807138,0.521051,0.359606,0.46963,0.627268,0.54633,0.677094,0.482905,0.406432,0.491536,0.558348,0.582105,0.516436,0.131081,0.033571,0.994893,0.028866,0.425165,0.014929,1
0.126713,0.165126,0.213056,0.612954,0.530706,0.471901,0.493632,0.633193,0.458864,0.618342,0.413597,0.509943,0.519696,0.407826,0.599462,0.618498,0.106758,0.108754,0.380513,0.16462,0.725013,0.078078,1
0.178378,0.315045,0.372791,0.491151,0.473313,0.422611,0.49455,0.650717,0.467483,0.611876,0.403172,0.379473,0.46005,0.403384,0.723002,0.633264,0.170628,0.297874,0.203738,0.375946,0.547993,0.229115,1
0.2617,0.225949,0.284124,0.582292,0.511228,0.44023,0.499475,0.650381,0.534595,0.628856,0.478921,0.444726,0.494235,0.436574,0.610509,0.538625,0.194393,0.213074,0.294883,0.225448,0.650485,0.132646,1
0.376578,0.375564,0.449274,0.47164,0.519065,0.453908,0.486888,0.631283,0.529991,0.523887,0.415351,0.406534,0.483735,0.413488,0.486562,0.487962,0.236539,0.347451,0.144483,0.432905,0.708473,0.297291,1
0.392772,0.280125,0.349929,0.551266,0.522309,0.44798,0.476776,0.631529,0.573331,0.532627,0.384017,0.358653,0.521113,0.432272,0.434733,0.493232,0.245637,0.207182,0.21926,0.310533,0.826889,0.207678,1
0.32672,0.374952,0.477175,0.465288,0.537243,0.438402,0.495949,0.576125,0.52712,0.598359,0.44241,0.390946,0.481548,0.402243,0.625956,0.485494,0.238953,0.289273,0.147773,0.442594,0.566466,0.297381,1
0.251534,0.271796,0.347672,0.545493,0.470415,0.405505,0.491338,0.600254,0.542044,0.689709,0.506562,0.409377,0.531515,0.429256,0.519684,0.454939,0.21036,0.214561,0.23923,0.334062,0.646697,0.210824,1
0.135427,0.166272,0.232082,0.689462,0.465116,0.381501,0.524637,0.630704,0.477991,0.54389,0.473464,0.404111,0.541519,0.473274,0.464849,0.424344,0.152432,0.216594,0.412701,0.185416,0.5054,0.128641,1
0.281235,0.36349,0.446416,0.49174,0.556646,0.459751,0.456165,0.601686,0.494263,0.487672,0.439461,0.38916,0.559898,0.483034,0.425177,0.502438,0.19068,0.374465,0.148212,0.388291,0.473323,0.276317,1
0.357408,0.357225,0.424306,0.504477,0.544948,0.449704,0.443674,0.593899,0.488676,0.522655,0.472077,0.378327,0.548492,0.484676,0.413907,0.57035,0.2759,0.273536,0.162309,0.396776,0.70408,0.279257,1
0.341443,0.326278,0.40009,0.516645,0.538494,0.439512,0.459696,0.596832,0.511903,0.590342,0.490204,0.415385,0.480434,0.423577,0.448261,0.510536,0.300965,0.277323,0.17838,0.3661,0.540733,0.250782,1
0.251545,0.058837,0.068587,0.766896,0.709581,0.338232,0.543309,0.72066,0.594437,0.574956,0.469351,0.588826,0.492295,0.432706,0.299358,0.297474,0.116599,0.089821,0.6428,0.027895,0.605482,0.041327,1
0.271381,0.037442,0.057381,0.768619,0.725767,0.376254,0.549118,0.699383,0.572583,0.578806,0.497969,0.588311,0.480055,0.396503,0.256421,0.290136,0.11697,0.081064,0.703119,0.023286,0.522885,0.033837,1
0.29027,0.088408,0.135745,0.744781,0.633661,0.505397,0.579344,0.626315,0.399772,0.557324,0.630184,0.619233,0.475458,0.360079,0.594984,0.3531,0.102488,0.102083,0.588919,0.075508,0.350544,0.056077,1
0.293394,0.089096,0.200872,0.695995,0.743399,0.551073,0.492035,0.618335,0.536053,0.64879,0.594851,0.626457,0.517946,0.412377,0.647949,0.401509,0.07668,0.1355,0.452461,0.086907,0.818715,0.068209,1
0.288676,0.10094,0.225615,0.66128,0.748355,0.535746,0.526242,0.696763,0.638297,0.665062,0.523028,0.555458,0.528527,0.438543,0.71979,0.468455,0.068325,0.144192,0.411183,0.096519,0.51308,0.07325,1
0.319177,0.052266,0.185004,0.68343,0.763903,0.541182,0.531773,0.70264,0.642774,0.632133,0.490183,0.558073,0.529131,0.444741,0.767475,0.453868,0.070368,0.11255,0.495836,0.071559,0.385377,0.051885,1
0.328722,0.049973,0.17049,0.671646,0.755569,0.546602,0.574104,0.732509,0.67094,0.657183,0.484558,0.552266,0.529514,0.432132,0.796256,0.4998,0.069068,0.100166,0.535496,0.062604,0.358221,0.040373,1
0.274866,0.050814,0.169963,0.672808,0.756164,0.516891,0.594152,0.710671,0.646128,0.699416,0.474385,0.513993,0.61031,0.482142,0.708337,0.518888,0.067211,0.122252,0.488232,0.064087,0.309601,0.047993,1
0.190095,0.023076,0.103106,0.700851,0.785965,0.473555,0.636865,0.706868,0.510469,0.751452,0.533715,0.502659,0.520462,0.581261,0.703008,0.540177,0.078537,0.113037,0.546244,0.044,0.500872,0.032467,1
0.111146,0.049897,0.131308,0.719546,0.731015,0.4261,0.521015,0.582654,0.511967,0.681994,0.504645,0.513158,0.542301,0.578655,0.605381,0.534943,0.101745,0.125807,0.553407,0.058215,0.196195,0.043788,1
0.095659,0.019561,0.055576,0.766106,0.735423,0.465701,0.549974,0.555149,0.520784,0.625164,0.508005,0.510747,0.546391,0.538233,0.573106,0.518647,0.104716,0.074868,0.782378,0.024902,0.212172,0.014893,1
0.103704,0.019561,0.064827,0.755486,0.726156,0.471916,0.57851,0.568896,0.53315,0.644388,0.504064,0.525236,0.559788,0.505338,0.59198,0.515938,0.093947,0.082567,0.753754,0.028078,0.215522,0.01343,1
0.176591,0.08902,0.126871,0.740419,0.573887,0.505277,0.621819,0.681598,0.502646,0.589102,0.510085,0.516301,0.578604,0.424052,0.660987,0.420281,0.082807,0.099733,0.640558,0.082362,0.253646,0.045141,1
0.230945,0.180943,0.240731,0.670912,0.470932,0.391442,0.542062,0.645771,0.567725,0.585267,0.691056,0.560088,0.606953,0.385886,0.715838,0.525679,0.116413,0.185224,0.364567,0.208477,0.620729,0.130482,1
0.251634,0.12883,0.224562,0.685337,0.52221,0.353556,0.626225,0.685622,0.574103,0.455749,0.795621,0.525766,0.549819,0.406045,0.726172,0.597832,0.119012,0.153678,0.364533,0.188903,0.321166,0.120226,1
0.242438,0.114541,0.246898,0.634353,0.776364,0.503368,0.574348,0.74709,0.564775,0.628061,0.57686,0.579717,0.458076,0.415139,0.643736,0.555589,0.084664,0.172786,0.365221,0.103288,0.369464,0.074561,1
0.249787,0.067548,0.116417,0.714721,0.629143,0.535719,0.68703,0.734729,0.565043,0.511731,0.551246,0.548933,0.508785,0.340938,0.567404,0.421412,0.092276,0.092816,0.635388,0.060352,0.754064,0.03485,1
0.078756,0.096202,0.176506,0.710533,0.646854,0.383415,0.499597,0.527586,0.546979,0.667436,0.538623,0.465228,0.49127,0.48307,0.600319,0.555307,0.103788,0.162446,0.475916,0.091042,0.407202,0.07092,1
0.165863,0.231986,0.361886,0.653328,0.481156,0.171704,0.52618,0.693643,0.606404,0.490476,0.724037,0.588454,0.499005,0.374193,0.763396,0.415107,0.135908,0.21871,0.24075,0.224292,0.269214,0.188049,1
0.249942,0.104684,0.193502,0.758132,0.52697,0.199531,0.457267,0.587504,0.545583,0.508326,0.605069,0.497123,0.637256,0.583657,0.785055,0.312742,0.142035,0.160423,0.419423,0.106781,0.491436,0.117476,1
0.257389,0.064797,0.080695,0.787461,0.631868,0.193616,0.389055,0.776367,0.636013,0.480212,0.540383,0.446106,0.640873,0.574498,0.688958,0.506047,0.082993,0.088697,0.592615,0.03622,0.78483,0.065656,1
0.202398,0.475434,0.518989,0.538826,0.762504,0.30061,0.69528,0.58992,0.570015,0.679189,0.390284,0.615038,0.415786,0.612571,0.595605,0.545158,0.217044,0.338533,0.129654,0.234685,0.528096,0.219481,1
0.245695,0.534423,0.568549,0.502109,0.939975,0.3639,0.633377,0.562829,0.669074,0.711308,0.387076,0.584487,0.470714,0.585884,0.582994,0.528028,0.209989,0.384051,0.088006,0.262413,0.740226,0.266309,1
0.313302,0.051884,0.178988,0.691297,0.750476,0.499475,0.473012,0.690369,0.66647,0.603889,0.466185,0.582745,0.513662,0.430131,0.802959,0.395796,0.056814,0.095568,0.574239,0.059535,0.864986,0.036418,1
0.167356,0.019867,0.076408,0.768606,0.669102,0.405255,0.543491,0.391402,0.379739,0.721687,0.667287,0.694516,0.65752,0.782885,0.65281,0.450289,0.140178,0.071593,0.834023,0.03297,0.284655,0.027072,1
0.103999,0.02598,0.031436,0.813703,0.709703,0.343945,0.412152,0.398253,0.373144,0.469462,0.345739,0.420904,0.523084,0.624497,0.764844,0.687625,0.135351,0.062071,0.9542,0.00584,0.599342,0.034144,1
0.070847,0.042791,0.131458,0.712049,0.723497,0.478032,0.575991,0.575698,0.542102,0.574663,0.392303,0.374177,0.393909,0.456762,0.599216,0.571336,0.078537,0.127371,0.569653,0.057438,0.408637,0.04283,1
0.048473,0.138687,0.2293,0.635441,0.673784,0.468858,0.59724,0.60823,0.555174,0.633095,0.482399,0.469498,0.493455,0.48224,0.532172,0.486518,0.067583,0.202836,0.375898,0.116829,0.196852,0.077458,1
0.124337,0.090471,0.168835,0.712121,0.617718,0.571044,0.585412,0.577602,0.621781,0.630207,0.412017,0.467876,0.579406,0.336365,0.576995,0.403188,0.084478,0.108853,0.570154,0.088604,0.439778,0.046804,1
0.158321,0.082677,0.161239,0.796558,0.528489,0.228097,0.485923,0.567541,0.581812,0.634089,0.39776,0.509818,0.670255,0.396482,0.757095,0.397001,0.092833,0.137579,0.410121,0.076723,0.336133,0.105438,1
0.173845,0.167036,0.25863,0.710957,0.670472,0.403054,0.513051,0.447921,0.557818,0.470584,0.524828,0.579251,0.668546,0.537012,0.521109,0.623178,0.10453,0.208313,0.319558,0.12562,0.201636,0.121322,1
0.159331,0.270268,0.518388,0.64213,0.734566,0.473366,0.586699,0.52689,0.523989,0.608521,0.609012,0.55851,0.57665,0.557974,0.533673,0.583902,0.096918,0.310185,0.191096,0.164738,0.477688,0.173894,1
0.118459,0.153282,0.259983,0.611023,0.727071,0.522271,0.594261,0.624136,0.676178,0.646598,0.510071,0.528237,0.583187,0.471771,0.58507,0.508345,0.059599,0.225014,0.330504,0.110976,0.389937,0.089603,1
0.134419,0.098418,0.23652,0.623114,0.733563,0.541652,0.530134,0.732037,0.682206,0.605264,0.559201,0.491989,0.484685,0.486289,0.612955,0.482455,0.045117,0.184871,0.412447,0.091275,0.456929,0.06815,1
0.148428,0.048903,0.147702,0.704722,0.686913,0.450782,0.501701,0.585782,0.67646,0.709449,0.533047,0.538761,0.419689,0.419276,0.658144,0.495485,0.060527,0.127451,0.574276,0.061074,0.425741,0.03928,1
0.116476,0.025139,0.061367,0.766215,0.728956,0.470655,0.552938,0.608962,0.611058,0.653184,0.466615,0.438289,0.477258,0.412254,0.496984,0.470388,0.088377,0.081965,0.773136,0.027327,0.351919,0.018587,1
0.140518,0.068312,0.175829,0.691047,0.715586,0.54328,0.540134,0.599001,0.643018,0.602836,0.482642,0.535372,0.601976,0.483281,0.615021,0.489808,0.07668,0.141797,0.51277,0.077588,0.272809,0.051318,1
0.251376,0.268969,0.351207,0.558608,0.653849,0.640313,0.431065,0.649842,0.774721,0.548925,0.482797,0.535502,0.707157,0.386702,0.710931,0.552355,0.068882,0.249077,0.218543,0.242642,0.414731,0.181461,1
0.285994,0.17376,0.24419,0.655488,0.677931,0.556191,0.526806,0.578492,0.663124,0.723652,0.457554,0.437599,0.646148,0.469683,0.620739,0.514062,0.081693,0.187237,0.35259,0.13282,0.349057,0.099724,1
0.261878,0.294873,0.577198,0.606889,0.678371,0.455134,0.604001,0.42448,0.606219,0.631186,0.661585,0.511692,0.463599,0.588334,0.45881,0.588622,0.129595,0.305755,0.163177,0.215211,0.422108,0.211029,1
0.272379,0.215481,0.411371,0.665966,0.641082,0.362083,0.442203,0.250783,0.444965,0.65867,0.738193,0.551329,0.390632,0.711592,0.583078,0.64801,0.172299,0.260648,0.237629,0.170003,0.514016,0.178747,1
0.271277,0.751433,0.803038,0.407626,0.884669,0.169877,0.665728,0.412168,0.484197,0.651074,0.720365,0.505611,0.515746,0.675736,0.64744,0.623749,0.330115,0.642147,0.009613,0.571017,0.362178,0.657235,1
0.313985,0.580423,0.636459,0.561066,0.771295,0.222147,0.687462,0.610355,0.475887,0.561747,0.759054,0.527305,0.547682,0.462107,0.587743,0.638814,0.276829,0.391379,0.085333,0.277919,0.443167,0.297991,1
0.390613,0.314816,0.521922,0.635874,0.703488,0.349032,0.357696,0.470356,0.514404,0.736214,0.796294,0.484767,0.503593,0.499135,0.509528,0.505706,0.090977,0.298537,0.181044,0.19594,0.390955,0.209684,1
0.41225,0.241385,0.373092,0.664017,0.768589,0.452794,0.262429,0.443756,0.564468,0.557403,0.610688,0.656135,0.652719,0.552638,0.716784,0.480019,0.095804,0.225545,0.246468,0.141828,0.425838,0.165409,1
0.3777,0.036754,0.114688,0.730324,0.729963,0.46085,0.367245,0.550416,0.578601,0.572506,0.511706,0.695578,0.584035,0.564883,0.795407,0.372198,0.089306,0.093489,0.634131,0.042714,0.358027,0.045233,1
0.20366,0.023993,0.030007,0.805742,0.725962,0.407062,0.524534,0.62836,0.63187,0.685847,0.50515,0.493267,0.470012,0.405036,0.543861,0.447318,0.080394,0.060482,0.930795,0.006499,0.450343,0.007381,1
